STATIONS_ID,MESS_DATUM,QN_9,TT_TU,RF_TU,eor
5705,2021-11-18 19:00:00,3,6.2,81.0,eor
5705,2021-11-18 20:00:00,3,5.3,86.0,eor
5705,2021-11-18 21:00:00,3,5.0,85.0,eor
5705,2021-11-18 22:00:00,3,5.0,86.0,eor
5705,2021-11-18 23:00:00,3,5.1,86.0,eor
5705,2021-11-19 00:00:00,3,5.3,88.0,eor
5705,2021-11-19 01:00:00,3,5.4,88.0,eor
5705,2021-11-19 02:00:00,3,5.5,87.0,eor
5705,2021-11-19 03:00:00,3,5.4,88.0,eor
5705,2021-11-19 04:00:00,3,5.4,89.0,eor
5705,2021-11-19 05:00:00,3,5.4,90.0,eor
5705,2021-11-19 06:00:00,3,5.4,93.0,eor
5705,2021-11-19 07:00:00,3,5.1,96.0,eor
5705,2021-11-19 08:00:00,3,5.3,95.0,eor
5705,2021-11-19 09:00:00,3,5.6,94.0,eor
5705,2021-11-19 10:00:00,3,6.9,88.0,eor
5705,2021-11-19 11:00:00,3,6.8,90.0,eor
5705,2021-11-19 12:00:00,3,6.9,92.0,eor
5705,2021-11-19 13:00:00,3,6.7,93.0,eor
5705,2021-11-19 14:00:00,3,7.0,90.0,eor
5705,2021-11-19 15:00:00,3,7.0,91.0,eor
5705,2021-11-19 16:00:00,3,6.8,92.0,eor
5705,2021-11-19 17:00:00,3,6.8,93.0,eor
5705,2021-11-19 18:00:00,3,6.7,93.0,eor
5705,2021-11-19 19:00:00,3,6.7,94.0,eor
5705,2021-11-19 20:00:00,3,6.8,93.0,eor
5705,2021-11-19 21:00:00,3,6.8,93.0,eor
5705,2021-11-19 22:00:00,3,6.8,93.0,eor
5705,2021-11-19 23:00:00,3,6.7,94.0,eor
5705,2021-11-20 00:00:00,3,6.8,94.0,eor
5705,2021-11-20 01:00:00,3,6.9,94.0,eor
5705,2021-11-20 02:00:00,3,6.8,94.0,eor
5705,2021-11-20 03:00:00,3,6.7,95.0,eor
5705,2021-11-20 04:00:00,3,6.6,95.0,eor
5705,2021-11-20 05:00:00,3,6.5,96.0,eor
5705,2021-11-20 06:00:00,3,6.5,96.0,eor
5705,2021-11-20 07:00:00,3,6.5,95.0,eor
5705,2021-11-20 08:00:00,3,6.7,94.0,eor
5705,2021-11-20 09:00:00,3,7.1,93.0,eor
5705,2021-11-20 10:00:00,3,7.5,91.0,eor
5705,2021-11-20 11:00:00,3,8.1,89.0,eor
5705,2021-11-20 12:00:00,3,8.8,86.0,eor
5705,2021-11-20 13:00:00,3,9.5,73.0,eor
5705,2021-11-20 14:00:00,3,9.1,73.0,eor
5705,2021-11-20 15:00:00,3,8.6,74.0,eor
5705,2021-11-20 16:00:00,3,8.3,76.0,eor
5705,2021-11-20 17:00:00,3,7.9,77.0,eor
5705,2021-11-20 18:00:00,3,7.5,80.0,eor
5705,2021-11-20 19:00:00,3,7.2,80.0,eor
5705,2021-11-20 20:00:00,3,6.6,82.0,eor
5705,2021-11-20 21:00:00,3,6.2,82.0,eor
5705,2021-11-20 22:00:00,3,5.9,84.0,eor
5705,2021-11-20 23:00:00,3,5.7,85.0,eor
5705,2021-11-21 00:00:00,3,5.5,86.0,eor
5705,2021-11-21 01:00:00,3,5.4,85.0,eor
5705,2021-11-21 02:00:00,3,5.4,88.0,eor
5705,2021-11-21 03:00:00,3,5.2,88.0,eor
5705,2021-11-21 04:00:00,3,4.9,88.0,eor
5705,2021-11-21 05:00:00,3,4.6,90.0,eor
5705,2021-11-21 06:00:00,3,4.5,91.0,eor
5705,2021-11-21 07:00:00,3,4.5,92.0,eor
5705,2021-11-21 08:00:00,3,4.4,95.0,eor
5705,2021-11-21 09:00:00,3,4.3,94.0,eor
5705,2021-11-21 10:00:00,3,4.5,92.0,eor
5705,2021-11-21 11:00:00,3,4.8,90.0,eor
5705,2021-11-21 12:00:00,3,5.2,87.0,eor
5705,2021-11-21 13:00:00,3,4.8,86.0,eor
5705,2021-11-21 14:00:00,3,4.8,85.0,eor
5705,2021-11-21 15:00:00,3,5.0,84.0,eor
5705,2021-11-21 16:00:00,3,4.9,85.0,eor
5705,2021-11-21 17:00:00,3,4.7,87.0,eor
5705,2021-11-21 18:00:00,3,4.6,88.0,eor
5705,2021-11-21 19:00:00,3,4.2,93.0,eor
5705,2021-11-21 20:00:00,3,4.1,96.0,eor
5705,2021-11-21 21:00:00,3,4.2,97.0,eor
5705,2021-11-21 22:00:00,3,4.1,98.0,eor
5705,2021-11-21 23:00:00,3,4.4,97.0,eor
5705,2021-11-22 00:00:00,3,4.5,98.0,eor
5705,2021-11-22 01:00:00,3,4.8,97.0,eor
5705,2021-11-22 02:00:00,3,4.9,97.0,eor
5705,2021-11-22 03:00:00,3,5.1,96.0,eor
5705,2021-11-22 04:00:00,3,5.3,94.0,eor
5705,2021-11-22 05:00:00,3,5.5,88.0,eor
5705,2021-11-22 06:00:00,3,5.2,87.0,eor
5705,2021-11-22 07:00:00,3,5.1,85.0,eor
5705,2021-11-22 08:00:00,3,5.3,82.0,eor
5705,2021-11-22 09:00:00,3,5.5,81.0,eor
5705,2021-11-22 10:00:00,3,5.5,80.0,eor
5705,2021-11-22 11:00:00,3,6.2,74.0,eor
5705,2021-11-22 12:00:00,3,6.6,70.0,eor
5705,2021-11-22 13:00:00,3,6.4,67.0,eor
5705,2021-11-22 14:00:00,3,6.2,73.0,eor
5705,2021-11-22 15:00:00,3,5.7,71.0,eor
5705,2021-11-22 16:00:00,3,5.3,67.0,eor
5705,2021-11-22 17:00:00,3,3.9,76.0,eor
5705,2021-11-22 18:00:00,3,2.5,77.0,eor
5705,2021-11-22 19:00:00,3,1.4,81.0,eor
5705,2021-11-22 20:00:00,3,1.0,81.0,eor
5705,2021-11-22 21:00:00,3,0.9,80.0,eor
5705,2021-11-22 22:00:00,3,0.3,84.0,eor
5705,2021-11-22 23:00:00,3,-0.4,88.0,eor
5705,2021-11-23 00:00:00,3,-0.5,88.0,eor
5705,2021-11-23 01:00:00,3,-1.4,92.0,eor
5705,2021-11-23 02:00:00,3,-1.5,93.0,eor
5705,2021-11-23 03:00:00,3,-1.4,91.0,eor
5705,2021-11-23 04:00:00,3,-2.1,93.0,eor
5705,2021-11-23 05:00:00,3,-2.4,94.0,eor
5705,2021-11-23 06:00:00,3,-2.3,93.0,eor
5705,2021-11-23 07:00:00,3,-3.3,95.0,eor
5705,2021-11-23 08:00:00,3,-1.7,90.0,eor
5705,2021-11-23 09:00:00,3,-0.5,80.0,eor
5705,2021-11-23 10:00:00,3,2.0,72.0,eor
5705,2021-11-23 11:00:00,3,3.3,70.0,eor
5705,2021-11-23 12:00:00,3,5.1,59.0,eor
5705,2021-11-23 13:00:00,3,5.6,57.0,eor
5705,2021-11-23 14:00:00,3,5.7,57.0,eor
5705,2021-11-23 15:00:00,3,5.2,60.0,eor
5705,2021-11-23 16:00:00,3,4.2,64.0,eor
5705,2021-11-23 17:00:00,3,4.0,70.0,eor
5705,2021-11-23 18:00:00,3,2.6,77.0,eor
5705,2021-11-23 19:00:00,3,1.8,82.0,eor
5705,2021-11-23 20:00:00,3,1.6,85.0,eor
5705,2021-11-23 21:00:00,3,0.7,86.0,eor
5705,2021-11-23 22:00:00,3,0.2,89.0,eor
5705,2021-11-23 23:00:00,3,0.2,90.0,eor
5705,2021-11-24 00:00:00,3,0.5,89.0,eor
5705,2021-11-24 01:00:00,3,1.0,88.0,eor
5705,2021-11-24 02:00:00,3,1.1,91.0,eor
5705,2021-11-24 03:00:00,3,1.2,90.0,eor
5705,2021-11-24 04:00:00,3,1.5,88.0,eor
5705,2021-11-24 05:00:00,3,1.5,92.0,eor
5705,2021-11-24 06:00:00,3,1.5,90.0,eor
5705,2021-11-24 07:00:00,3,1.7,92.0,eor
5705,2021-11-24 08:00:00,3,2.0,90.0,eor
5705,2021-11-24 09:00:00,3,3.0,89.0,eor
5705,2021-11-24 10:00:00,3,4.2,79.0,eor
5705,2021-11-24 11:00:00,3,4.9,75.0,eor
5705,2021-11-24 12:00:00,3,5.2,72.0,eor
5705,2021-11-24 13:00:00,3,6.8,66.0,eor
5705,2021-11-24 14:00:00,3,6.6,65.0,eor
5705,2021-11-24 15:00:00,3,5.9,70.0,eor
5705,2021-11-24 16:00:00,3,3.5,80.0,eor
5705,2021-11-24 17:00:00,3,2.6,84.0,eor
5705,2021-11-24 18:00:00,3,3.2,83.0,eor
5705,2021-11-24 19:00:00,3,2.6,86.0,eor
5705,2021-11-24 20:00:00,3,1.5,88.0,eor
5705,2021-11-24 21:00:00,3,1.1,89.0,eor
5705,2021-11-24 22:00:00,3,1.7,85.0,eor
5705,2021-11-24 23:00:00,3,1.9,82.0,eor
5705,2021-11-25 00:00:00,3,1.8,82.0,eor
5705,2021-11-25 01:00:00,3,1.7,82.0,eor
5705,2021-11-25 02:00:00,3,1.4,82.0,eor
5705,2021-11-25 03:00:00,3,1.3,83.0,eor
5705,2021-11-25 04:00:00,3,1.1,83.0,eor
5705,2021-11-25 05:00:00,3,0.9,84.0,eor
5705,2021-11-25 06:00:00,3,0.9,84.0,eor
5705,2021-11-25 07:00:00,3,0.8,86.0,eor
5705,2021-11-25 08:00:00,3,0.8,85.0,eor
5705,2021-11-25 09:00:00,3,0.9,86.0,eor
5705,2021-11-25 10:00:00,3,1.0,84.0,eor
5705,2021-11-25 11:00:00,3,1.2,82.0,eor
5705,2021-11-25 12:00:00,3,1.4,80.0,eor
5705,2021-11-25 13:00:00,3,1.5,80.0,eor
5705,2021-11-25 14:00:00,3,1.6,79.0,eor
5705,2021-11-25 15:00:00,3,1.7,80.0,eor
5705,2021-11-25 16:00:00,3,1.9,78.0,eor
5705,2021-11-25 17:00:00,3,1.8,80.0,eor
5705,2021-11-25 18:00:00,3,1.8,79.0,eor
5705,2021-11-25 19:00:00,3,1.2,83.0,eor
5705,2021-11-25 20:00:00,3,1.4,83.0,eor
5705,2021-11-25 21:00:00,3,0.8,85.0,eor
5705,2021-11-25 22:00:00,3,1.1,83.0,eor
5705,2021-11-25 23:00:00,3,1.0,87.0,eor
5705,2021-11-26 00:00:00,3,0.9,88.0,eor
5705,2021-11-26 01:00:00,3,1.0,86.0,eor
5705,2021-11-26 02:00:00,3,1.1,84.0,eor
5705,2021-11-26 03:00:00,3,1.1,85.0,eor
5705,2021-11-26 04:00:00,3,0.7,90.0,eor
5705,2021-11-26 05:00:00,3,0.9,90.0,eor
5705,2021-11-26 06:00:00,3,0.9,90.0,eor
5705,2021-11-26 07:00:00,3,0.9,89.0,eor
5705,2021-11-26 08:00:00,3,0.8,92.0,eor
5705,2021-11-26 09:00:00,3,1.4,88.0,eor
5705,2021-11-26 10:00:00,3,1.7,85.0,eor
5705,2021-11-26 11:00:00,3,1.8,84.0,eor
5705,2021-11-26 12:00:00,3,2.7,82.0,eor
5705,2021-11-26 13:00:00,3,2.7,80.0,eor
5705,2021-11-26 14:00:00,3,2.6,80.0,eor
5705,2021-11-26 15:00:00,3,2.2,82.0,eor
5705,2021-11-26 16:00:00,3,2.1,83.0,eor
5705,2021-11-26 17:00:00,3,2.0,88.0,eor
5705,2021-11-26 18:00:00,3,2.2,86.0,eor
5705,2021-11-26 19:00:00,3,2.0,88.0,eor
5705,2021-11-26 20:00:00,3,1.8,89.0,eor
5705,2021-11-26 21:00:00,3,1.1,92.0,eor
5705,2021-11-26 22:00:00,3,1.1,87.0,eor
5705,2021-11-26 23:00:00,3,1.5,85.0,eor
5705,2021-11-27 00:00:00,3,1.7,83.0,eor
5705,2021-11-27 01:00:00,3,1.7,82.0,eor
5705,2021-11-27 02:00:00,3,2.0,80.0,eor
5705,2021-11-27 03:00:00,3,2.0,80.0,eor
5705,2021-11-27 04:00:00,3,2.0,80.0,eor
5705,2021-11-27 05:00:00,3,1.6,84.0,eor
5705,2021-11-27 06:00:00,3,0.8,95.0,eor
5705,2021-11-27 07:00:00,3,0.8,98.0,eor
5705,2021-11-27 08:00:00,3,1.2,97.0,eor
5705,2021-11-27 09:00:00,3,2.3,95.0,eor
5705,2021-11-27 10:00:00,3,3.2,91.0,eor
5705,2021-11-27 11:00:00,3,3.8,84.0,eor
5705,2021-11-27 12:00:00,3,4.1,85.0,eor
5705,2021-11-27 13:00:00,3,4.1,80.0,eor
5705,2021-11-27 14:00:00,3,3.9,82.0,eor
5705,2021-11-27 15:00:00,3,3.5,86.0,eor
5705,2021-11-27 16:00:00,3,2.8,89.0,eor
5705,2021-11-27 17:00:00,3,1.4,94.0,eor
5705,2021-11-27 18:00:00,3,1.3,94.0,eor
5705,2021-11-27 19:00:00,3,1.2,96.0,eor
5705,2021-11-27 20:00:00,3,1.1,94.0,eor
5705,2021-11-27 21:00:00,3,1.0,94.0,eor
5705,2021-11-27 22:00:00,3,0.9,93.0,eor
5705,2021-11-27 23:00:00,3,0.4,93.0,eor
5705,2021-11-28 00:00:00,3,-0.2,96.0,eor
5705,2021-11-28 01:00:00,3,-0.2,94.0,eor
5705,2021-11-28 02:00:00,3,-0.2,95.0,eor
5705,2021-11-28 03:00:00,3,0.0,92.0,eor
5705,2021-11-28 04:00:00,3,-0.1,94.0,eor
5705,2021-11-28 05:00:00,3,-0.3,97.0,eor
5705,2021-11-28 06:00:00,3,0.0,95.0,eor
5705,2021-11-28 07:00:00,3,0.0,95.0,eor
5705,2021-11-28 08:00:00,3,0.1,97.0,eor
5705,2021-11-28 09:00:00,3,0.6,92.0,eor
5705,2021-11-28 10:00:00,3,1.5,91.0,eor
5705,2021-11-28 11:00:00,3,2.1,88.0,eor
5705,2021-11-28 12:00:00,3,2.8,85.0,eor
5705,2021-11-28 13:00:00,3,2.9,82.0,eor
5705,2021-11-28 14:00:00,3,2.9,82.0,eor
5705,2021-11-28 15:00:00,3,2.6,83.0,eor
5705,2021-11-28 16:00:00,3,2.5,84.0,eor
5705,2021-11-28 17:00:00,3,2.0,87.0,eor
5705,2021-11-28 18:00:00,3,1.9,88.0,eor
5705,2021-11-28 19:00:00,3,1.7,90.0,eor
5705,2021-11-28 20:00:00,3,1.1,93.0,eor
5705,2021-11-28 21:00:00,3,0.6,94.0,eor
5705,2021-11-28 22:00:00,3,0.7,94.0,eor
5705,2021-11-28 23:00:00,3,0.7,97.0,eor
5705,2021-11-29 00:00:00,3,0.7,95.0,eor
5705,2021-11-29 01:00:00,3,0.5,94.0,eor
5705,2021-11-29 02:00:00,3,0.5,92.0,eor
5705,2021-11-29 03:00:00,3,0.2,92.0,eor
5705,2021-11-29 04:00:00,3,0.5,91.0,eor
5705,2021-11-29 05:00:00,3,0.7,92.0,eor
5705,2021-11-29 06:00:00,3,0.7,93.0,eor
5705,2021-11-29 07:00:00,3,0.8,87.0,eor
5705,2021-11-29 08:00:00,3,0.5,85.0,eor
5705,2021-11-29 09:00:00,3,1.5,82.0,eor
5705,2021-11-29 10:00:00,3,2.5,79.0,eor
5705,2021-11-29 11:00:00,3,1.8,77.0,eor
5705,2021-11-29 12:00:00,3,2.1,76.0,eor
5705,2021-11-29 13:00:00,3,2.2,76.0,eor
5705,2021-11-29 14:00:00,3,1.0,91.0,eor
5705,2021-11-29 15:00:00,3,1.2,90.0,eor
5705,2021-11-29 16:00:00,3,0.8,94.0,eor
5705,2021-11-29 17:00:00,3,0.9,93.0,eor
5705,2021-11-29 18:00:00,3,0.9,94.0,eor
5705,2021-11-29 19:00:00,3,1.1,92.0,eor
5705,2021-11-29 20:00:00,3,1.3,89.0,eor
5705,2021-11-29 21:00:00,3,1.3,88.0,eor
5705,2021-11-29 22:00:00,3,1.5,89.0,eor
5705,2021-11-29 23:00:00,3,1.5,90.0,eor
5705,2021-11-30 00:00:00,3,1.4,92.0,eor
5705,2021-11-30 01:00:00,3,1.2,95.0,eor
5705,2021-11-30 02:00:00,3,1.5,93.0,eor
5705,2021-11-30 03:00:00,3,1.9,90.0,eor
5705,2021-11-30 04:00:00,3,1.9,85.0,eor
5705,2021-11-30 05:00:00,3,1.8,83.0,eor
5705,2021-11-30 06:00:00,3,1.0,93.0,eor
5705,2021-11-30 07:00:00,3,0.9,92.0,eor
5705,2021-11-30 08:00:00,3,0.8,94.0,eor
5705,2021-11-30 09:00:00,3,0.7,95.0,eor
5705,2021-11-30 10:00:00,3,1.0,94.0,eor
5705,2021-11-30 11:00:00,3,1.1,94.0,eor
5705,2021-11-30 12:00:00,3,1.7,93.0,eor
5705,2021-11-30 13:00:00,3,2.0,95.0,eor
5705,2021-11-30 14:00:00,3,2.7,92.0,eor
5705,2021-11-30 15:00:00,3,2.9,92.0,eor
5705,2021-11-30 16:00:00,3,3.4,90.0,eor
5705,2021-11-30 17:00:00,3,3.1,92.0,eor
5705,2021-11-30 18:00:00,3,3.2,92.0,eor
5705,2021-11-30 19:00:00,3,3.6,90.0,eor
5705,2021-11-30 20:00:00,3,4.1,89.0,eor
5705,2021-11-30 21:00:00,3,4.0,91.0,eor
5705,2021-11-30 22:00:00,3,3.6,93.0,eor
5705,2021-11-30 23:00:00,3,3.6,94.0,eor
5705,2021-12-01 00:00:00,3,4.0,94.0,eor
5705,2021-12-01 01:00:00,3,4.1,94.0,eor
5705,2021-12-01 02:00:00,3,4.4,89.0,eor
5705,2021-12-01 03:00:00,3,4.3,90.0,eor
5705,2021-12-01 04:00:00,3,4.6,88.0,eor
5705,2021-12-01 05:00:00,3,4.7,89.0,eor
5705,2021-12-01 06:00:00,3,4.8,89.0,eor
5705,2021-12-01 07:00:00,3,5.5,84.0,eor
5705,2021-12-01 08:00:00,3,5.7,83.0,eor
5705,2021-12-01 09:00:00,3,6.2,81.0,eor
5705,2021-12-01 10:00:00,3,6.4,82.0,eor
5705,2021-12-01 11:00:00,3,6.1,90.0,eor
5705,2021-12-01 12:00:00,3,7.7,79.0,eor
5705,2021-12-01 13:00:00,3,7.7,84.0,eor
5705,2021-12-01 14:00:00,3,7.6,85.0,eor
5705,2021-12-01 15:00:00,3,8.1,81.0,eor
5705,2021-12-01 16:00:00,3,7.9,82.0,eor
5705,2021-12-01 17:00:00,3,7.3,89.0,eor
5705,2021-12-01 18:00:00,3,6.9,89.0,eor
5705,2021-12-01 19:00:00,3,6.9,87.0,eor
5705,2021-12-01 20:00:00,3,6.2,85.0,eor
5705,2021-12-01 21:00:00,3,6.2,86.0,eor
5705,2021-12-01 22:00:00,3,5.9,91.0,eor
5705,2021-12-01 23:00:00,3,5.8,82.0,eor
5705,2021-12-02 00:00:00,3,5.8,81.0,eor
5705,2021-12-02 01:00:00,3,5.5,82.0,eor
5705,2021-12-02 02:00:00,3,5.3,80.0,eor
5705,2021-12-02 03:00:00,3,4.5,90.0,eor
5705,2021-12-02 04:00:00,3,3.9,93.0,eor
5705,2021-12-02 05:00:00,3,3.6,93.0,eor
5705,2021-12-02 06:00:00,3,3.0,93.0,eor
5705,2021-12-02 07:00:00,3,2.2,96.0,eor
5705,2021-12-02 08:00:00,3,0.7,98.0,eor
5705,2021-12-02 09:00:00,3,1.2,98.0,eor
5705,2021-12-02 10:00:00,3,2.1,94.0,eor
5705,2021-12-02 11:00:00,3,2.6,92.0,eor
5705,2021-12-02 12:00:00,3,3.2,91.0,eor
5705,2021-12-02 13:00:00,3,3.5,87.0,eor
5705,2021-12-02 14:00:00,3,2.6,86.0,eor
5705,2021-12-02 15:00:00,3,2.6,87.0,eor
5705,2021-12-02 16:00:00,3,1.5,92.0,eor
5705,2021-12-02 17:00:00,3,1.2,93.0,eor
5705,2021-12-02 18:00:00,3,1.0,92.0,eor
5705,2021-12-02 19:00:00,3,0.8,88.0,eor
5705,2021-12-02 20:00:00,3,0.4,93.0,eor
5705,2021-12-02 21:00:00,3,0.7,93.0,eor
5705,2021-12-02 22:00:00,3,0.8,94.0,eor
5705,2021-12-02 23:00:00,3,0.6,96.0,eor
5705,2021-12-03 00:00:00,3,0.8,94.0,eor
5705,2021-12-03 01:00:00,3,0.7,93.0,eor
5705,2021-12-03 02:00:00,3,0.7,93.0,eor
5705,2021-12-03 03:00:00,3,0.3,93.0,eor
5705,2021-12-03 04:00:00,3,-0.9,94.0,eor
5705,2021-12-03 05:00:00,3,-0.3,88.0,eor
5705,2021-12-03 06:00:00,3,-0.6,87.0,eor
5705,2021-12-03 07:00:00,3,-1.1,91.0,eor
5705,2021-12-03 08:00:00,3,-1.0,88.0,eor
5705,2021-12-03 09:00:00,3,-0.3,86.0,eor
5705,2021-12-03 10:00:00,3,0.3,84.0,eor
5705,2021-12-03 11:00:00,3,0.1,85.0,eor
5705,2021-12-03 12:00:00,3,0.1,84.0,eor
5705,2021-12-03 13:00:00,3,0.7,83.0,eor
5705,2021-12-03 14:00:00,3,0.9,82.0,eor
5705,2021-12-03 15:00:00,3,0.8,84.0,eor
5705,2021-12-03 16:00:00,3,0.6,85.0,eor
5705,2021-12-03 17:00:00,3,0.4,86.0,eor
5705,2021-12-03 18:00:00,3,-0.1,89.0,eor
5705,2021-12-03 19:00:00,3,0.0,88.0,eor
5705,2021-12-03 20:00:00,3,0.2,85.0,eor
5705,2021-12-03 21:00:00,3,0.7,81.0,eor
5705,2021-12-03 22:00:00,3,0.7,80.0,eor
5705,2021-12-03 23:00:00,3,0.7,80.0,eor
5705,2021-12-04 00:00:00,3,1.0,78.0,eor
5705,2021-12-04 01:00:00,3,0.2,89.0,eor
5705,2021-12-04 02:00:00,3,0.2,94.0,eor
5705,2021-12-04 03:00:00,3,0.0,98.0,eor
5705,2021-12-04 04:00:00,3,-0.2,100.0,eor
5705,2021-12-04 05:00:00,3,-0.3,100.0,eor
5705,2021-12-04 06:00:00,3,-0.1,99.0,eor
5705,2021-12-04 07:00:00,3,-0.2,99.0,eor
5705,2021-12-04 08:00:00,3,0.2,99.0,eor
5705,2021-12-04 09:00:00,3,0.4,99.0,eor
5705,2021-12-04 10:00:00,3,0.6,99.0,eor
5705,2021-12-04 11:00:00,3,1.2,99.0,eor
5705,2021-12-04 12:00:00,3,1.6,99.0,eor
5705,2021-12-04 13:00:00,3,1.7,99.0,eor
5705,2021-12-04 14:00:00,3,1.9,99.0,eor
5705,2021-12-04 15:00:00,3,2.1,100.0,eor
5705,2021-12-04 16:00:00,3,2.5,100.0,eor
5705,2021-12-04 17:00:00,3,2.5,100.0,eor
5705,2021-12-04 18:00:00,3,3.6,100.0,eor
5705,2021-12-04 19:00:00,3,5.2,93.0,eor
5705,2021-12-04 20:00:00,3,4.8,88.0,eor
5705,2021-12-04 21:00:00,3,4.5,87.0,eor
5705,2021-12-04 22:00:00,3,4.5,85.0,eor
5705,2021-12-04 23:00:00,3,3.6,81.0,eor
5705,2021-12-05 00:00:00,3,3.2,82.0,eor
5705,2021-12-05 01:00:00,3,2.8,83.0,eor
5705,2021-12-05 02:00:00,3,1.8,88.0,eor
5705,2021-12-05 03:00:00,3,2.4,87.0,eor
5705,2021-12-05 04:00:00,3,1.9,90.0,eor
5705,2021-12-05 05:00:00,3,2.0,88.0,eor
5705,2021-12-05 06:00:00,3,1.7,89.0,eor
5705,2021-12-05 07:00:00,3,0.7,93.0,eor
5705,2021-12-05 08:00:00,3,1.0,93.0,eor
5705,2021-12-05 09:00:00,3,1.6,93.0,eor
5705,2021-12-05 10:00:00,3,3.7,84.0,eor
5705,2021-12-05 11:00:00,3,5.2,79.0,eor
5705,2021-12-05 12:00:00,3,5.8,74.0,eor
5705,2021-12-05 13:00:00,3,4.9,71.0,eor
5705,2021-12-05 14:00:00,3,4.7,77.0,eor
5705,2021-12-05 15:00:00,3,4.2,78.0,eor
5705,2021-12-05 16:00:00,3,3.7,82.0,eor
5705,2021-12-05 17:00:00,3,2.1,94.0,eor
5705,2021-12-05 18:00:00,3,2.1,94.0,eor
5705,2021-12-05 19:00:00,3,1.1,97.0,eor
5705,2021-12-05 20:00:00,3,1.4,95.0,eor
5705,2021-12-05 21:00:00,3,0.7,98.0,eor
5705,2021-12-05 22:00:00,3,0.4,98.0,eor
5705,2021-12-05 23:00:00,3,-0.3,100.0,eor
5705,2021-12-06 00:00:00,3,-0.2,100.0,eor
5705,2021-12-06 01:00:00,3,-0.5,99.0,eor
5705,2021-12-06 02:00:00,3,-0.3,100.0,eor
5705,2021-12-06 03:00:00,3,-0.3,100.0,eor
5705,2021-12-06 04:00:00,3,0.0,100.0,eor
5705,2021-12-06 05:00:00,3,0.2,98.0,eor
5705,2021-12-06 06:00:00,3,0.3,100.0,eor
5705,2021-12-06 07:00:00,3,0.2,100.0,eor
5705,2021-12-06 08:00:00,3,0.2,99.0,eor
5705,2021-12-06 09:00:00,3,0.8,98.0,eor
5705,2021-12-06 10:00:00,3,1.3,97.0,eor
5705,2021-12-06 11:00:00,3,1.9,94.0,eor
5705,2021-12-06 12:00:00,3,1.6,96.0,eor
5705,2021-12-06 13:00:00,3,2.2,94.0,eor
5705,2021-12-06 14:00:00,3,2.5,94.0,eor
5705,2021-12-06 15:00:00,3,2.5,89.0,eor
5705,2021-12-06 16:00:00,3,2.1,90.0,eor
5705,2021-12-06 17:00:00,3,1.9,88.0,eor
5705,2021-12-06 18:00:00,3,0.8,90.0,eor
5705,2021-12-06 19:00:00,3,1.3,88.0,eor
5705,2021-12-06 20:00:00,3,1.4,90.0,eor
5705,2021-12-06 21:00:00,3,1.1,94.0,eor
5705,2021-12-06 22:00:00,3,0.6,95.0,eor
5705,2021-12-06 23:00:00,3,0.1,96.0,eor
5705,2021-12-07 00:00:00,3,0.2,93.0,eor
5705,2021-12-07 01:00:00,3,0.2,93.0,eor
5705,2021-12-07 02:00:00,3,0.0,99.0,eor
5705,2021-12-07 03:00:00,3,-0.1,100.0,eor
5705,2021-12-07 04:00:00,3,0.6,96.0,eor
5705,2021-12-07 05:00:00,3,1.2,95.0,eor
5705,2021-12-07 06:00:00,3,1.6,93.0,eor
5705,2021-12-07 07:00:00,3,2.1,92.0,eor
5705,2021-12-07 08:00:00,3,2.5,90.0,eor
5705,2021-12-07 09:00:00,3,3.0,88.0,eor
5705,2021-12-07 10:00:00,3,3.4,85.0,eor
5705,2021-12-07 11:00:00,3,4.4,82.0,eor
5705,2021-12-07 12:00:00,3,3.6,85.0,eor
5705,2021-12-07 13:00:00,3,4.6,74.0,eor
5705,2021-12-07 14:00:00,3,4.3,73.0,eor
5705,2021-12-07 15:00:00,3,3.5,79.0,eor
5705,2021-12-07 16:00:00,3,2.5,83.0,eor
5705,2021-12-07 17:00:00,3,1.4,88.0,eor
5705,2021-12-07 18:00:00,3,0.6,92.0,eor
5705,2021-12-07 19:00:00,3,0.0,94.0,eor
5705,2021-12-07 20:00:00,3,-0.2,93.0,eor
5705,2021-12-07 21:00:00,3,-0.2,93.0,eor
5705,2021-12-07 22:00:00,3,-0.1,90.0,eor
5705,2021-12-07 23:00:00,3,0.2,86.0,eor
5705,2021-12-08 00:00:00,3,0.2,85.0,eor
5705,2021-12-08 01:00:00,3,0.4,85.0,eor
5705,2021-12-08 02:00:00,3,1.1,79.0,eor
5705,2021-12-08 03:00:00,3,1.1,80.0,eor
5705,2021-12-08 04:00:00,3,0.2,94.0,eor
5705,2021-12-08 05:00:00,3,-0.1,99.0,eor
5705,2021-12-08 06:00:00,3,0.0,98.0,eor
5705,2021-12-08 07:00:00,3,0.4,97.0,eor
5705,2021-12-08 08:00:00,3,0.7,96.0,eor
5705,2021-12-08 09:00:00,3,0.9,96.0,eor
5705,2021-12-08 10:00:00,3,1.2,97.0,eor
5705,2021-12-08 11:00:00,3,1.6,96.0,eor
5705,2021-12-08 12:00:00,3,1.8,95.0,eor
5705,2021-12-08 13:00:00,3,1.7,95.0,eor
5705,2021-12-08 14:00:00,3,2.0,96.0,eor
5705,2021-12-08 15:00:00,3,1.5,96.0,eor
5705,2021-12-08 16:00:00,3,1.4,97.0,eor
5705,2021-12-08 17:00:00,3,1.1,97.0,eor
5705,2021-12-08 18:00:00,3,1.3,98.0,eor
